Submodel_Name,Powertrain_Name,Powertrain_Link,Related_Models,Markets_Sold,EEC_segmentation,Body_Style,Traction,Length,Width,Height,Wheelbase,Weight,Engine_Manufacturer,Engine_Type,Fuel_Type,Fuel_System,Charge_System,Valves_Per_Cylinder,Additional_Features,Cylinders_Alignment,Displacement,Horsepower,Torque,Transmission,Transmission_Type,Number_Of_Gears,Top_Speed,0_100_kmh_(sec),ECE90_120_city_comb,EU_NEDC_Australia_ADR82,Battery_Capacity,Battery_Capacity_Net,E_Power_Cons_NEDC_comb,E_Power_Cons_WLTP_comb,E_Range_NEDC_comb,E_Range_WLTP_comb,E_Range_NEDC_city,E_Range_WLTP_city,Simulation_Based_Consumption
2001 Alfa Romeo 156 serie 1/I Sedan ,Alfa Romeo 156 1.9 JTD (man. 5 speed),/car/2001/219335/alfa_romeo_156_1_9_jtd.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1305 kg / 2877 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry turbo 1,0bar",Line 4,1910 cm3 / 116.7 cui,84.5 kW / 115 PS / 113 hp  (ECE),275 Nm / 203 ft-lb,,manual,5,191 km/h / 119 mph,10.3, ,7.8 / 4.7 / 5.8 l/100km,,,,,,,,,4.8-5.8 / 7.7-9.2 / 5.8-7 / 6.5
2001 Alfa Romeo 156 serie 1/I Sedan ,Alfa Romeo 156 2.4 JTD (man. 5 speed),/car/2001/219320/alfa_romeo_156_2_4_jtd.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1385 kg / 3053 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,,Line 5,2387 cm3 / 145.9 cui,103 kW / 140 PS / 138 hp  (ECE),304 Nm / 224 ft-lb,,manual,5,205 km/h / 127 mph,9.4, ,8.9 / 5.4 / 6.7 l/100km,,,,,,,,,5.1-6.1 / 8.4-10.1 / 6-7.2 / 6.9
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 1.6 Twin Spark 16V (man. 5 speed),/car/2001/219350/alfa_romeo_156_sportwagon_1_6_twin_spark_16v.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1315 kg / 2899 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1598 cm3 / 97.7 cui,88 kW / 120 PS / 118 hp  (ECE),146 Nm / 108 ft-lb,,manual,5,200 km/h / 124 mph,11, ,11.5 / 6.5 / 8.3 l/100km,,,,,,,,,7.3-8.8 / 10.5-12.6 / 8.8-10.6 / 9.3
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 1.8 Twin Spark 16V (man. 5 speed),/car/2001/219365/alfa_romeo_156_sportwagon_1_8_twin_spark_16v.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1315 kg / 2899 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1747 cm3 / 106.8 cui,103 kW / 140 PS / 138 hp  (ECE),163 Nm / 120 ft-lb,,manual,5,208 km/h / 129 mph,9.7, ,12.2 / 6.5 / 8.6 l/100km,,,,,,,,,7.4-8.9 / 11-13.2 / 9-10.8 / 9.6
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 2.0 Twin Spark 16V (man. 5 speed),/car/2001/219380/alfa_romeo_156_sportwagon_2_0_twin_spark_16v.html,,Europe        Australia,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1335 kg / 2943 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1970 cm3 / 120.3 cui,110 kW / 150 PS / 148 hp  (ECE),181 Nm / 133 ft-lb,,manual,5,214 km/h / 133 mph,9, ,12.6 / 6.9 / 9 l/100km,,,,,,,,,7.8-9.4 / 12.1-14.5 / 9.3-11.2 / 10.3
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 2.0 Twin Spark 16V Selespeed (s-aut. 5 speed),/car/2001/219395/alfa_romeo_156_sportwagon_2_0_twin_spark_16v_selespeed.html,,Europe        Australia,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1335 kg / 2943 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1970 cm3 / 120.3 cui,110 kW / 150 PS / 148 hp  (ECE),181 Nm / 133 ft-lb,Selespeed,semi-automatic (automated manual),5,214 km/h / 133 mph,9, ,12.6 / 6.9 / 9 l/100km,,,,,,,,,7.8-9.4 / 12.2-14.6 / 9.3-11.2 / 10.4
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 2.5 V6 24V (man. 6 speed),/car/2001/219410/alfa_romeo_156_sportwagon_2_5_v6_24v.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1405 kg / 3097 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,,manual,6,230 km/h / 143 mph,7.4, ,17.8 / 8.6 / 12 l/100km,,,,,,,,,9-10.8 / 15.2-18.2 / 10.1-12.1 / 12.4
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 2.5 V6 24V Q-system (aut. 4 speed),/car/2001/219425/alfa_romeo_156_sportwagon_2_5_v6_24v_q-system.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1455 kg / 3208 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,Aisin Q-System,automatic,4,227 km/h / 141 mph,8.5, ,18.1 / 8.8 / 12.2 l/100km,,,,,,,,,8.7-10.4 / 13.9-16.7 / 10.1-12.1 / 11.7
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 1.9 JTD (man. 5 speed),/car/2001/219440/alfa_romeo_156_sportwagon_1_9_jtd.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1365 kg / 3009 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"Garrett T15 turbo 1,0bar",Line 4,1910 cm3 / 116.7 cui,81 kW / 110 PS / 109 hp  (ECE),200 Nm / 147 ft-lb,,manual,5,191 km/h / 119 mph,10.7, ,7.9 / 4.9 / 6 l/100km,,,,,,,,,4.5-5.4 / 7-8.4 / 5.7-6.8 / 6
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 1.9 JTD (man. 5 speed),/car/2001/219455/alfa_romeo_156_sportwagon_1_9_jtd.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1365 kg / 3009 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry turbo 1,0bar",Line 4,1910 cm3 / 116.7 cui,84.5 kW / 115 PS / 113 hp  (ECE),275 Nm / 203 ft-lb,,manual,5,191 km/h / 119 mph,10.7, ,7.9 / 4.9 / 6 l/100km,,,,,,,,,4.8-5.8 / 7.8-9.4 / 5.8-7 / 6.5
2001 Alfa Romeo 156 serie 1/I Sportwagon ,Alfa Romeo 156 Sportwagon 2.4 JTD (man. 5 speed),/car/2001/219470/alfa_romeo_156_sportwagon_2_4_jtd.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1435 kg / 3164 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,,Line 5,2387 cm3 / 145.9 cui,103 kW / 140 PS / 138 hp  (ECE),304 Nm / 224 ft-lb,,manual,5,203 km/h / 126 mph,9.8, ,9 / 5.6 / 6.8 l/100km,,,,,,,,,5.1-6.1 / 8.4-10.1 / 6-7.2 / 6.9
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 1.6 Twin Spark 16V (man. 5 speed),/car/2003/219485/alfa_romeo_156_1_6_twin_spark_16v_progression.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1265 kg / 2789 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1598 cm3 / 97.7 cui,88 kW / 120 PS / 118 hp  (ECE),146 Nm / 108 ft-lb,,manual,5,200 km/h / 124 mph,10.5, ,11.4 / 6.4 / 8.2 l/100km,,,,,,,,,7.2-8.6 / 10.4-12.5 / 8.9-10.7 / 9.2
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 1.8 Twin Spark 16V (man. 5 speed),/car/2003/219500/alfa_romeo_156_1_8_twin_spark_16v_progression.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1265 kg / 2789 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1747 cm3 / 106.8 cui,103 kW / 140 PS / 138 hp  (ECE),163 Nm / 120 ft-lb,,manual,5,208 km/h / 129 mph,9.4, ,12.1 / 6.4 / 8.5 l/100km,,,,,,,,,7.4-8.9 / 10.9-13.1 / 9-10.8 / 9.6
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 2.0 JTS 16V (man. 5 speed),/car/2003/219515/alfa_romeo_156_2_0_jts_16v_progression.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1285 kg / 2833 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,,manual,5,220 km/h / 137 mph,8.2, ,12.2 / 6.6 / 8.6 l/100km,,,,,,,,,7.1-8.5 / 11-13.2 / 8.6-10.3 / 9.4
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 2.0 JTS 16V Selespeed (s-aut. 5 speed),/car/2003/219770/alfa_romeo_156_2_0_jts_16v_distinctive_selespeed.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1285 kg / 2833 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,Selespeed,semi-automatic (automated manual),5,220 km/h / 137 mph,8.2, ,12.2 / 6.6 / 8.6 l/100km,,,,,,,,,7.1-8.5 / 11.1-13.3 / 8.5-10.2 / 9.4
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 2.5 V6 24V (man. 6 speed),/car/2003/219545/alfa_romeo_156_2_5_v6_24v_distinctive.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1355 kg / 2987 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,,manual,6,230 km/h / 143 mph,7.3, ,17.5 / 8.5 / 11.8 l/100km,,,,,,,,,8.9-10.7 / 15.2-18.2 / 10.2-12.2 / 12.3
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 2.5 V6 24V Q-system (aut. 4 speed),/car/2003/219560/alfa_romeo_156_2_5_v6_24v_distinctive_q-system.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1405 kg / 3097 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,Aisin Q-System,automatic,4,227 km/h / 141 mph,8.5, ,17.5 / 8.6 / 11.9 l/100km,,,,,,,,,8.7-10.4 / 13.8-16.6 / 10.1-12.1 / 11.6
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 1.9 JTD (man. 5 speed),/car/2003/219665/alfa_romeo_156_1_9_jtd_progression.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1305 kg / 2877 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry turbo 1,0bar",Line 4,1910 cm3 / 116.7 cui,84.5 kW / 115 PS / 113 hp  (ECE),275 Nm / 203 ft-lb,,manual,5,191 km/h / 119 mph,10.3, ,7.8 / 4.7 / 5.8 l/100km,,,,,,,,,4.8-5.8 / 7.7-9.2 / 5.8-7 / 6.5
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 1.9 JTD 16V (man. 5 speed),/car/2003/219935/alfa_romeo_156_1_9_jtd_16v_progression.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1310 kg / 2888 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,variable geometry Garett GT1749V turbo 1.0bar,Line 4,1910 cm3 / 116.7 cui,103 kW / 140 PS / 138 hp  (ECE),305 Nm / 225 ft-lb,,manual,5,209 km/h / 130 mph,9.3, ,8 / 4.7 / 5.9 l/100km,,,,,,,,,5-6 / 8.3-10 / 6.1-7.3 / 6.8
2003 Alfa Romeo 156 serie 1/II Sedan ,Alfa Romeo 156 2.4 JTD (man. 5 speed),/car/2003/219680/alfa_romeo_156_2_4_jtd_progression.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1415 mm / 55.7 in,2595 mm / 102.2 in,1385 kg / 3053 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry Garrett VNT25 turbo 1,05bar",Line 5,2387 cm3 / 145.9 cui,110 kW / 150 PS / 148 hp  (ECE),305 Nm / 225 ft-lb,,manual,5,212 km/h / 132 mph,9.4, ,8.8 / 5.3 / 6.6 l/100km,,,,,,,,,5-6 / 8.6-10.3 / 5.9-7.1 / 7
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 1.6 Twin Spark 16V (man. 5 speed),/car/2003/219575/alfa_romeo_156_sportwagon_1_6_twin_spark_16v_progression.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1315 kg / 2899 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1598 cm3 / 97.7 cui,88 kW / 120 PS / 118 hp  (ECE),146 Nm / 108 ft-lb,,manual,5,200 km/h / 124 mph,11, ,11.5 / 6.5 / 8.3 l/100km,,,,,,,,,7.3-8.8 / 10.5-12.6 / 8.8-10.6 / 9.3
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 1.8 Twin Spark 16V (man. 5 speed),/car/2003/219590/alfa_romeo_156_sportwagon_1_8_twin_spark_16v_progression.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1315 kg / 2899 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1747 cm3 / 106.8 cui,103 kW / 140 PS / 138 hp  (ECE),163 Nm / 120 ft-lb,,manual,5,208 km/h / 129 mph,9.7, ,12.2 / 6.5 / 8.6 l/100km,,,,,,,,,7.4-8.9 / 11-13.2 / 9-10.8 / 9.6
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 2.0 JTS 16V (man. 5 speed),/car/2003/219605/alfa_romeo_156_sportwagon_2_0_jts_16v_progression.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1335 kg / 2943 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,,manual,5,220 km/h / 137 mph,8.2, ,12.5 / 6.8 / 8.9 l/100km,,,,,,,,,7.2-8.6 / 11.1-13.3 / 8.6-10.3 / 9.5
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 2.0 JTS 16V Selespeed (s-aut. 5 speed),/car/2003/219860/alfa_romeo_156_sportwagon_2_0_jts_16v_distinctive_selespeed.html,,Europe        Australia,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1335 kg / 2943 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,Selespeed,semi-automatic (automated manual),5,220 km/h / 137 mph,8.2, ,12.5 / 6.8 / 8.9 l/100km,,,,,,,,,7.1-8.5 / 11.2-13.4 / 8.5-10.2 / 9.5
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 2.5 V6 24V (man. 6 speed),/car/2003/219635/alfa_romeo_156_sportwagon_2_5_v6_24v_distinctive.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1405 kg / 3097 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,,manual,6,230 km/h / 143 mph,7.4, ,17.8 / 8.6 / 12 l/100km,,,,,,,,,9-10.8 / 15.2-18.2 / 10.1-12.1 / 12.4
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 2.5 V6 24V Q-system (aut. 4 speed),/car/2003/219650/alfa_romeo_156_sportwagon_2_5_v6_24v_distinctive_q-system.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1455 kg / 3208 lbs,Alfa Romeo 119/11,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 3.1,V 6,2492 cm3 / 151.8 cui,141 kW / 192 PS / 189 hp  (ECE),218 Nm / 161 ft-lb,Aisin Q-System,automatic,4,227 km/h / 141 mph,8.5, ,18.1 / 8.8 / 12.2 l/100km,,,,,,,,,8.7-10.4 / 13.9-16.7 / 10.1-12.1 / 11.7
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 1.9 JTD (man. 5 speed),/car/2003/219695/alfa_romeo_156_sportwagon_1_9_jtd_progression.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1365 kg / 3009 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry turbo 1,0bar",Line 4,1910 cm3 / 116.7 cui,84.5 kW / 115 PS / 113 hp  (ECE),275 Nm / 203 ft-lb,,manual,5,191 km/h / 119 mph,10.7, ,7.9 / 4.9 / 6 l/100km,,,,,,,,,4.8-5.8 / 7.8-9.4 / 5.8-7 / 6.5
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 1.9 JTD 16V (man. 5 speed),/car/2003/219950/alfa_romeo_156_sportwagon_1_9_jtd_16v_progression.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1310 kg / 2888 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,4,variable geometry Garett GT1749V turbo 1.0bar,Line 4,1910 cm3 / 116.7 cui,103 kW / 140 PS / 138 hp  (ECE),305 Nm / 225 ft-lb,,manual,5,209 km/h / 130 mph,9.7, ,8.2 / 4.8 / 6.1 l/100km,,,,,,,,,5-6 / 8.3-10 / 6-7.2 / 6.8
2003 Alfa Romeo 156 serie 1/II Sportwagon ,Alfa Romeo 156 Sportwagon 2.4 JTD (man. 5 speed),/car/2003/219710/alfa_romeo_156_sportwagon_2_4_jtd_progression.html,,Europe,D (large cars),station wagon,FWD (front-wheel drive),4430 mm / 174.4 in,1745 mm / 68.7 in,1420 mm / 55.9 in,2595 mm / 102.2 in,1435 kg / 3164 lbs,Fiat JTD/Multijet-series,diesel,diesel fuel,common rail,turbocharger,2,"variable geometry Garrett VNT25 turbo 1,05bar",Line 5,2387 cm3 / 145.9 cui,110 kW / 150 PS / 148 hp  (ECE),305 Nm / 225 ft-lb,,manual,5,212 km/h / 132 mph,9.4, ,8.9 / 5.5 / 6.7 l/100km,,,,,,,,,5-6 / 8.6-10.3 / 5.9-7.1 / 7
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 1.6 Twin Spark 16V (man. 5 speed),/car/2004/220565/alfa_romeo_156_1_6_twin_spark_16v_impression_business__base.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1265 kg / 2789 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1598 cm3 / 97.7 cui,88 kW / 120 PS / 118 hp  (ECE),146 Nm / 108 ft-lb,,manual,5,200 km/h / 124 mph,10.5, ,11.4 / 6.4 / 8.2 l/100km,,,,,,,,,7.2-8.6 / 10.4-12.5 / 8.8-10.6 / 9.2
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 1.8 Twin Spark 16V (man. 5 speed),/car/2004/220310/alfa_romeo_156_1_8_twin_spark_16v_progression_classic__turismo_or_veloce.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1265 kg / 2789 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline indirect injection,naturally aspirated,4,Bosch Motronic ME 7; twin spark,Line 4,1747 cm3 / 106.8 cui,103 kW / 140 PS / 138 hp  (ECE),163 Nm / 120 ft-lb,,manual,5,208 km/h / 129 mph,9.4, ,12.1 / 6.4 / 8.5 l/100km,,,,,,,,,7.4-8.9 / 10.9-13.1 / 8.9-10.7 / 9.6
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 2.0 JTS 16V (man. 5 speed),/car/2004/220325/alfa_romeo_156_2_0_jts_16v_progression_classic__turismo_or_veloce.html,,Europe,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1285 kg / 2833 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,,manual,5,220 km/h / 137 mph,8.2, ,12.2 / 6.6 / 8.6 l/100km,,,,,,,,,7.3-8.8 / 11.3-13.6 / 8.8-10.6 / 9.6
2004 Alfa Romeo 156 serie 2 Sedan ,Alfa Romeo 156 2.0 JTS 16V Selespeed (s-aut. 5 speed),/car/2004/220040/alfa_romeo_156_2_0_jts_16v_distinctive_exclusive__lusso_selespeed.html,,Europe        Australia,D (large cars),sedan,FWD (front-wheel drive),4435 mm / 174.6 in,1743 mm / 68.6 in,1390 mm / 54.7 in,2595 mm / 102.2 in,1285 kg / 2833 lbs,ALFA ROMEO,spark-ignition 4-stroke,gasoline (petrol),gasoline direct injection,naturally aspirated,4,Bosch Motronic MED 7.1.1; twin spark,Line 4,1970 cm3 / 120.3 cui,121 kW / 165 PS / 162 hp  (ECE),206 Nm / 152 ft-lb,Selespeed,semi-automatic (automated manual),5,220 km/h / 137 mph,8.2, ,12.2 / 6.6 / 8.6 l/100km,,,,,,,,,7.3-8.8 / 11.4-13.7 / 8.7-10.4 / 9.7
