#j,#i,Submodel_Name,Powertrain_Name,Powertrain_Link
520,5,Audi A3 Cabriolet 2nd-gen. (8P),Audi A3 Cabriolet 2.0 TFSI (man. 6) ,/car/2012/1187330/audi_a3_cabriolet_2_0_tfsi.html
521,6,Audi A3 Cabriolet 2nd-gen. (8P),Audi A3 Cabriolet 2.0 TFSI S-Tronic (d-cl. 6) ,/car/2012/1187315/audi_a3_cabriolet_2_0_tfsi_s-tronic.html
522,7,Audi A3 Cabriolet 2nd-gen. (8P),Audi A3 Cabriolet 1.6 TDI (man. 5) ,/car/2012/1187345/audi_a3_cabriolet_1_6_tdi.html
523,8,Audi A3 Cabriolet 2nd-gen. (8P),Audi A3 Cabriolet 2.0 TDI (140) (man. 6) ,/car/2012/1336055/audi_a3_cabriolet_2_0_tdi_140.html
524,9,Audi A3 Cabriolet 2nd-gen. (8P),Audi A3 Cabriolet 2.0 TDI (140) S-Tronic (d-cl. 6) ,/car/2012/1336070/audi_a3_cabriolet_2_0_tdi_140_s-tronic.html
525,1,Audi A3 Concept,Audi A3 Concept (d-cl. 7) ,/car/2011/1438235/audi_a3_concept.html
526,1,Audi A3 E-Tron Sportback 3rd-gen. phase-I (8V),Audi A3 Sportback E-Tron (d-cl. 6) ,/car/2015/2042345/audi_a3_sportback_e-tron.html
527,1,Audi A3 E-Tron Sportback 3rd-gen. phase-II (8V),Audi A3 Sportback E-Tron (d-cl. 6) ,/car/2017/2503040/audi_a3_sportback_e-tron.html
528,1,Audi A3 G-Tron Sportback 3rd-gen. phase-II (8V),Audi A3 Sportback G-Tron 1.4 TFSI (man. 6) ,/car/2017/2503055/audi_a3_sportback_g-tron_1_4_tfsi.html
529,2,Audi A3 G-Tron Sportback 3rd-gen. phase-II (8V),Audi A3 Sportback G-Tron 1.4 TFSI S-Tronic (d-cl. 7) ,/car/2017/2503070/audi_a3_sportback_g-tron_1_4_tfsi_s-tronic.html
530,1,Audi A3 Quattro 1st-gen. phase-I (8L),"Audi A3 1.8 T Quattro (man. 5)  (Attraction, Ambition, Ambiente)",/car/1999/1219250/audi_a3_1_8_t_quattro.html
531,2,Audi A3 Quattro 1st-gen. phase-I (8L),"Audi A3 1.8 T Quattro (man. 5)  (Attraction, Ambition, Ambiente)",/car/1999/250100/audi_a3_1_8_t_quattro.html
532,3,Audi A3 Quattro 1st-gen. phase-I (8L),"Audi A3 1.8 T (180) Quattro (man. 5)  (Attraction, Ambition, Ambiente)",/car/1999/1219265/audi_a3_1_8_t_180_quattro.html
533,4,Audi A3 Quattro 1st-gen. phase-I (8L),"Audi A3 1.8 T (180) Quattro (man. 5)  (Attraction, Ambition, Ambiente)",/car/1999/250190/audi_a3_1_8_t_180_quattro.html
534,1,Audi A3 Quattro 1st-gen. phase-II (8L),"Audi A3 1.8 T Quattro (man. 5)  (Attraction, Ambition, Ambiente)",/car/2002/250400/audi_a3_1_8_t_quattro.html
535,2,Audi A3 Quattro 1st-gen. phase-II (8L),"Audi A3 1.8 T (180) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2002/250460/audi_a3_1_8_t_180_quattro.html
536,3,Audi A3 Quattro 1st-gen. phase-II (8L),"Audi A3 1.9 TDI (130) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2002/250565/audi_a3_1_9_tdi_130_quattro.html
537,1,Audi A3 Quattro 3-Door 2nd-gen. phase-I (8P),Audi A3 2.0 TFSI Quattro (man. 6)  (Ambition),/car/2004/250700/audi_a3_2_0_tfsi_quattro.html
538,2,Audi A3 Quattro 3-Door 2nd-gen. phase-I (8P),Audi A3 3.2 Quattro (man. 6)  (Ambition),/car/2004/250715/audi_a3_3_2_quattro.html
539,3,Audi A3 Quattro 3-Door 2nd-gen. phase-I (8P),Audi A3 3.2 Quattro DSG (d-cl. 6)  (Ambition),/car/2004/250730/audi_a3_3_2_quattro_dsg.html
540,4,Audi A3 Quattro 3-Door 2nd-gen. phase-I (8P),"Audi A3 2.0 TDI Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2004/250790/audi_a3_2_0_tdi_quattro.html
541,1,Audi A3 Quattro 3-Door 2nd-gen. phase-II (8P),"Audi A3 2.0 TFSI Quattro (man. 6)  (Ambition, Ambiente)",/car/2007/251060/audi_a3_2_0_tfsi_quattro.html
542,2,Audi A3 Quattro 3-Door 2nd-gen. phase-II (8P),Audi A3 3.2 Quattro (man. 6)  (Ambition),/car/2007/251150/audi_a3_3_2_quattro.html
543,3,Audi A3 Quattro 3-Door 2nd-gen. phase-II (8P),Audi A3 3.2 Quattro DSG (d-cl. 6)  (Ambition),/car/2007/251165/audi_a3_3_2_quattro_dsg.html
544,4,Audi A3 Quattro 3-Door 2nd-gen. phase-II (8P),"Audi A3 2.0 TDI Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2007/251330/audi_a3_2_0_tdi_quattro.html
545,5,Audi A3 Quattro 3-Door 2nd-gen. phase-II (8P),"Audi A3 2.0 TDI Quattro DPF (man. 6)  (Attraction, Ambition, Ambiente)",/car/2007/1190780/audi_a3_2_0_tdi_quattro_dpf.html
546,6,Audi A3 Quattro 3-Door 2nd-gen. phase-II (8P),"Audi A3 2.0 TDI (170) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2007/251420/audi_a3_2_0_tdi_170_quattro.html
547,1,Audi A3 Quattro 3-Door 2nd-gen. phase-III (8P),"Audi A3 1.8 TFSI Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2011/1335575/audi_a3_1_8_tfsi_quattro.html
548,2,Audi A3 Quattro 3-Door 2nd-gen. phase-III (8P),"Audi A3 2.0 TFSI Quattro S-Tronic (d-cl. 6)  (Ambition, Ambiente)",/car/2011/1187045/audi_a3_2_0_tfsi_quattro_s-tronic.html
549,3,Audi A3 Quattro 3-Door 2nd-gen. phase-III (8P),"Audi A3 2.0 TDI (140) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2011/1335710/audi_a3_2_0_tdi_140_quattro.html
550,4,Audi A3 Quattro 3-Door 2nd-gen. phase-III (8P),"Audi A3 2.0 TDI (170) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2011/1335725/audi_a3_2_0_tdi_170_quattro.html
551,1,Audi A3 Quattro 3-Door 3rd-gen. phase-I (8V),"Audi A3 1.8 TFSI (180) Quattro S-Tronic (d-cl. 6)  (Attraction, Ambition, Ambiente)",/car/2015/1764605/audi_a3_1_8_tfsi_quattro.html
552,2,Audi A3 Quattro 3-Door 3rd-gen. phase-I (8V),"Audi A3 2.0 TDI (150) Clean Diesel Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2015/2170985/audi_a3_2_0_tdi_150_clean_diesel_quattro.html
553,3,Audi A3 Quattro 3-Door 3rd-gen. phase-I (8V),"Audi A3 2.0 TDI (184) Clean Diesel Quattro S-Tronic (d-cl. 6)  (Attraction, Ambition, Ambiente)",/car/2015/2042285/audi_a3_2_0_tdi_184_clean_diesel_quattro_s-tronic.html
554,1,Audi A3 Quattro 3-Door 3rd-gen. phase-II (8V),Audi A3 2.0 TFSI (190) Quattro S-Tronic (d-cl. 7) ,/car/2017/2502215/audi_a3_2_0_tfsi_190_quattro_s-tronic.html
555,2,Audi A3 Quattro 3-Door 3rd-gen. phase-II (8V),Audi A3 2.0 TDI (150) Quattro (man. 6) ,/car/2017/2502305/audi_a3_2_0_tdi_150_quattro.html
556,3,Audi A3 Quattro 3-Door 3rd-gen. phase-II (8V),Audi A3 2.0 TDI (184) Quattro S-Tronic (d-cl. 6) ,/car/2017/2502320/audi_a3_2_0_tdi_184_quattro_s-tronic.html
557,1,Audi A3 Quattro Cabriolet 3rd-gen. phase-I (8V),Audi A3 Cabriolet 1.8 TFSI (180) Quattro S-Tronic (d-cl. 6) ,/car/2015/2042435/audi_a3_cabriolet_1_8_tfsi_quattro_s-tronic.html
558,2,Audi A3 Quattro Cabriolet 3rd-gen. phase-I (8V),Audi A3 Cabriolet 2.0 T Quattro (d-cl. 6) ,/car/2015/2223215/audi_a3_cabriolet_2_0_t_quattro.html
559,3,Audi A3 Quattro Cabriolet 3rd-gen. phase-I (8V),Audi A3 Cabriolet 2.0 TDI (150) Clean Diesel Quattro (man. 6) ,/car/2015/2042450/audi_a3_cabriolet_2_0_tdi_150_quattro.html
560,4,Audi A3 Quattro Cabriolet 3rd-gen. phase-I (8V),Audi A3 Cabriolet 2.0 TDI (184) Clean Diesel Quattro S-Tronic (d-cl. 6) ,/car/2015/2171435/audi_a3_cabriolet_2_0_tdi_184_clean_diesel_quattro_s-tronic.html
561,1,Audi A3 Quattro Cabriolet 3rd-gen. phase-II (8V),Audi A3 Cabriolet 40 TFSI Quattro S-Tronic (d-cl. 7) ,/car/2019/2958650/audi_a3_cabriolet_40_tfsi_quattro_s-tronic.html
562,2,Audi A3 Quattro Cabriolet 3rd-gen. phase-II (8V),Audi A3 Cabriolet 45 TFSI Quattro (d-cl. 6) ,/car/2019/2828705/audi_a3_cabriolet_45_tfsi_quattro.html
563,1,Audi A3 Quattro Sedan 3rd-gen. phase-I (8V),Audi A3 Limousine (Sedan) 1.8 TFSI (180) Quattro S-Tronic (d-cl. 6) ,/car/2015/1960715/audi_a3_limousine_sedan_1_8_tfsi_quattro_s-tronic.html
564,2,Audi A3 Quattro Sedan 3rd-gen. phase-I (8V),Audi A3 Sedan 2.0 T Quattro (d-cl. 6) ,/car/2015/2037410/audi_a3_sedan_2_0_t_quattro.html
565,3,Audi A3 Quattro Sedan 3rd-gen. phase-I (8V),Audi A3 Limousine (Sedan) 2.0 TDI (150) Clean Diesel Quattro (man. 6) ,/car/2015/2171315/audi_a3_limousine_sedan_2_0_tdi_150_clean_diesel_quattro.html
566,4,Audi A3 Quattro Sedan 3rd-gen. phase-I (8V),Audi A3 Limousine (Sedan) 2.0 TDI (184) Clean Diesel Quattro S-Tronic (d-cl. 6) ,/car/2015/2171345/audi_a3_limousine_sedan_2_0_tdi_184_clean_diesel_quattro_s-tronic.html
567,1,Audi A3 Quattro Sportback 2nd-gen. phase-I (8PA),"Audi A3 Sportback 2.0 TFSI Quattro (man. 6)  (Ambition, Ambiente)",/car/2007/251105/audi_a3_sportback_2_0_tfsi_quattro.html
568,2,Audi A3 Quattro Sportback 2nd-gen. phase-I (8PA),Audi A3 Sportback 3.2 Quattro (man. 6)  (Ambition),/car/2007/251180/audi_a3_sportback_3_2_quattro.html
569,3,Audi A3 Quattro Sportback 2nd-gen. phase-I (8PA),Audi A3 Sportback 3.2 Quattro S-Tronic (d-cl. 6)  (Ambition),/car/2007/251195/audi_a3_sportback_3_2_quattro_s-tronic.html
570,4,Audi A3 Quattro Sportback 2nd-gen. phase-I (8PA),Audi A3 3.2 Quattro S-line S-Tronic (d-cl. 6) ,/car/2007/251615/audi_a3_3_2_quattro_s-line_s-tronic.html
571,5,Audi A3 Quattro Sportback 2nd-gen. phase-I (8PA),"Audi A3 Sportback 2.0 TDI Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2007/251375/audi_a3_sportback_2_0_tdi_quattro.html
572,6,Audi A3 Quattro Sportback 2nd-gen. phase-I (8PA),"Audi A3 Sportback 2.0 TDI Quattro DPF (man. 6)  (Attraction, Ambition, Ambiente)",/car/2007/1190720/audi_a3_sportback_2_0_tdi_quattro_dpf.html
573,7,Audi A3 Quattro Sportback 2nd-gen. phase-I (8PA),"Audi A3 Sportback 2.0 TDI (170) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2007/251465/audi_a3_sportback_2_0_tdi_170_quattro.html
574,1,Audi A3 Quattro Sportback 2nd-gen. phase-II (8PA),"Audi A3 Sportback 1.8 TFSI Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2011/1335830/audi_a3_sportback_1_8_tfsi_quattro.html
575,2,Audi A3 Quattro Sportback 2nd-gen. phase-II (8PA),Audi A3 2.0 TFSI Quattro S-Tronic (d-cl. 6)  (Premium,/car/2011/1187225/audi_a3_2_0_tfsi_quattro_s-tronic.html
576,3,Audi A3 Quattro Sportback 2nd-gen. phase-II (8PA),"Audi A3 Sportback 2.0 TDI (140) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2011/1335935/audi_a3_sportback_2_0_tdi_140_quattro.html
577,4,Audi A3 Quattro Sportback 2nd-gen. phase-II (8PA),"Audi A3 Sportback 2.0 TDI (170) Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2011/1335980/audi_a3_sportback_2_0_tdi_170_quattro.html
578,1,Audi A3 Quattro Sportback 3rd-gen. phase-I (8V),"Audi A3 Sportback 1.8 TFSI (180) Quattro S-Tronic (d-cl. 6)  (Attraction, Ambition, Ambiente)",/car/2015/1916990/audi_a3_sportback_1_8_tfsi_quattro.html
579,2,Audi A3 Quattro Sportback 3rd-gen. phase-I (8V),"Audi A3 Sportback 2.0 TDI (150) Clean Diesel Quattro (man. 6)  (Attraction, Ambition, Ambiente)",/car/2015/2171210/audi_a3_sportback_2_0_tdi_150_clean_diesel_quattro.html
580,3,Audi A3 Quattro Sportback 3rd-gen. phase-I (8V),"Audi A3 Sportback 2.0 TDI (184) Clean Diesel Quattro S-Tronic (d-cl. 6)  (Attraction, Ambition, Ambiente)",/car/2015/2042300/audi_a3_sportback_2_0_tdi_184_clean_diesel_quattro_s-tronic.html
581,1,Audi A3 Quattro Sportback 3rd-gen. phase-II (8V),Audi A3 Sportback 2.0 TFSI (190) Quattro S-Tronic (d-cl. 7) ,/car/2017/2502410/audi_a3_sportback_2_0_tfsi_190_quattro_s-tronic.html
582,2,Audi A3 Quattro Sportback 3rd-gen. phase-II (8V),Audi A3 Sportback 2.0 TDI (150) Quattro (man. 6) ,/car/2017/2502500/audi_a3_sportback_2_0_tdi_150_quattro.html
583,3,Audi A3 Quattro Sportback 3rd-gen. phase-II (8V),Audi A3 Sportback 2.0 TDI (184) Quattro S-Tronic (d-cl. 6) ,/car/2017/2502515/audi_a3_sportback_2_0_tdi_184_quattro_s-tronic.html
584,1,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.6 (man. 5) ,/car/1998/241385/audi_a4_avant_1_6.html
585,2,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.8 20V (man. 5) ,/car/1998/241415/audi_a4_avant_1_8_20v.html
586,3,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.8 20V automatic (aut. 4) ,/car/1998/241430/audi_a4_avant_1_8_20v_automatic.html
587,4,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.8 T (man. 5) ,/car/1998/241445/audi_a4_avant_1_8_t.html
588,5,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.8 T Tiptronic (aut. 5) ,/car/1998/241460/audi_a4_avant_1_8_t_tiptronic.html
589,6,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 2.4 30V (man. 5) ,/car/1998/241505/audi_a4_avant_2_4_30v.html
590,7,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 2.4 30V Tiptronic (aut. 5) ,/car/1998/241520/audi_a4_avant_2_4_30v_tiptronic.html
591,8,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 2.8 30V (man. 5) ,/car/1998/241610/audi_a4_avant_2_8_30v.html
592,9,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 2.8 30V Tiptronic (aut. 5) ,/car/1998/241625/audi_a4_avant_2_8_30v_tiptronic.html
593,10,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 2.8 Tiptronic (aut. 5) ,/car/1998/242930/audi_a4_avant_2_8_tiptronic.html
594,11,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.9 TDI (man. 5) ,/car/1998/241670/audi_a4_avant_1_9_tdi.html
595,12,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.9 TDI automatic (aut. 4) ,/car/1998/241685/audi_a4_avant_1_9_tdi_automatic.html
596,13,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.9 TDI (110) (man. 5) ,/car/1998/241700/audi_a4_avant_1_9_tdi_110.html
597,14,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 1.9 TDI (110) automatic (aut. 4) ,/car/1998/241715/audi_a4_avant_1_9_tdi_110_automatic.html
598,15,Audi A4 2WD Avant Wagon B5 phase-I,Audi A4 Avant 2.5 TDI (man. 6) ,/car/1998/241745/audi_a4_avant_2_5_tdi.html
599,1,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.6 (man. 5) ,/car/2004/246410/audi_a4_avant_1_6.html
600,2,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.8 T (man. 5) ,/car/2004/246560/audi_a4_avant_1_8_t.html
601,3,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.8 T Multitronic (cont. 6 pre-programmed) ,/car/2004/246575/audi_a4_avant_1_8_t_multitronic.html
602,4,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.8 T (190) (man. 6) ,/car/2004/246635/audi_a4_avant_1_8_t_190.html
603,5,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 2.0 (man. 5) ,/car/2004/246695/audi_a4_avant_2_0.html
604,6,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 2.0 Multitronic (cont. 6 pre-programmed) ,/car/2004/246710/audi_a4_avant_2_0_multitronic.html
605,7,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 2.0 FSI (man. 5) ,/car/2004/246740/audi_a4_avant_2_0_fsi.html
606,8,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 2.4 (man. 5) ,/car/2004/246785/audi_a4_avant_2_4.html
607,9,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 2.4 Multitronic (cont. 6 pre-programmed) ,/car/2004/246800/audi_a4_avant_2_4_multitronic.html
608,10,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 3.0 (man. 5) ,/car/2004/246875/audi_a4_avant_3_0.html
609,11,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 3.0 Multitronic (cont. 6 pre-programmed) ,/car/2004/246890/audi_a4_avant_3_0_multitronic.html
610,12,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.9 TDI (100) (man. 5) ,/car/2004/246935/audi_a4_avant_1_9_tdi_100.html
611,13,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.9 TDI (115) (man. 5) ,/car/2004/247940/audi_a4_avant_1_9_tdi_115.html
612,14,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.9 TDI (man. 5) ,/car/2004/247025/audi_a4_avant_1_9_tdi.html
613,15,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.9 TDI 6-speed (man. 6) ,/car/2004/247040/audi_a4_avant_1_9_tdi_6-speed.html
614,16,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 1.9 TDI Multitronic (cont. 6 pre-programmed) ,/car/2004/247055/audi_a4_avant_1_9_tdi_multitronic.html
615,17,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 2.5 TDI (man. 6) ,/car/2004/247190/audi_a4_avant_2_5_tdi.html
616,18,Audi A4 2WD Avant Wagon B6 8E,Audi A4 Avant 2.5 TDI Multitronic (cont. 6 pre-programmed) ,/car/2004/247220/audi_a4_avant_2_5_tdi_multitronic.html
617,1,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 1.6 (man. 5) ,/car/2007/247430/audi_a4_avant_1_6.html
618,2,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 1.8 T (man. 5) ,/car/2007/247490/audi_a4_avant_1_8_t.html
619,3,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 1.8 T Multitronic (cont. 7 pre-programmed) ,/car/2007/247505/audi_a4_avant_1_8_t_multitronic.html
620,4,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 (man. 5) ,/car/2007/247565/audi_a4_avant_2_0.html
621,5,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 Multitronic (cont. 7 pre-programmed) ,/car/2007/247580/audi_a4_avant_2_0_multitronic.html
622,6,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TFSI E (man. 6) ,/car/2007/247730/audi_a4_avant_2_0_tfsi_e.html
623,7,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TFSI (man. 6) ,/car/2007/247655/audi_a4_avant_2_0_tfsi.html
624,8,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TFSI Multitronic (cont. 7 pre-programmed) ,/car/2007/247670/audi_a4_avant_2_0_tfsi_multitronic.html
625,9,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TFSI (220) (man. 6) ,/car/2007/247775/audi_a4_avant_2_0_tfsi_220.html
626,10,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 3.2 FSI Multitronic (cont. 7 pre-programmed) ,/car/2007/247850/audi_a4_avant_3_2_fsi_multitronic.html
627,11,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 1.9 TDI (man. 5) ,/car/2007/247970/audi_a4_avant_1_9_tdi.html
628,12,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 1.9 TDI DPF (man. 5) ,/car/2007/1190840/audi_a4_avant_1_9_tdi_dpf.html
629,13,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 1.9 TDI E (man. 6) ,/car/2007/1191365/audi_a4_avant_1_9_tdi_e.html
630,14,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TDI (man. 6) ,/car/2007/248045/audi_a4_avant_2_0_tdi.html
631,15,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TDI DPF (man. 6) ,/car/2007/1190855/audi_a4_avant_2_0_tdi_dpf.html
632,16,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TDI Multitronic (cont. 7 pre-programmed) ,/car/2007/248060/audi_a4_avant_2_0_tdi_multitronic.html
633,17,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TDI Multitronic DPF (cont. 7 pre-programmed) ,/car/2007/1190870/audi_a4_avant_2_0_tdi_multitronic_dpf.html
634,18,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.0 TDI (170) (man. 6) ,/car/2007/248195/audi_a4_avant_2_0_tdi_170.html
635,19,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.7 TDI (man. 6) ,/car/2007/248315/audi_a4_avant_2_7_tdi.html
636,20,Audi A4 2WD Avant Wagon B7 8E,Audi A4 Avant 2.7 TDI Multitronic (cont. 7 pre-programmed) ,/car/2007/248330/audi_a4_avant_2_7_tdi_multitronic.html
637,1,Audi A4 2WD Avant Wagon B8 phase-I,"Audi A4 Avant 1.8 TFSI (120) (man. 6)  (Ambition, Ambiente)",/car/2011/1187915/audi_a4_avant_1_8_tfsi_120_attraction.html
638,2,Audi A4 2WD Avant Wagon B8 phase-I,"Audi A4 Avant 1.8 TFSI (120) Multitronic (cont. 8 pre-programmed)  (Ambition, Ambiente)",/car/2011/1187930/audi_a4_avant_1_8_tfsi_120_attraction_multitronic.html
639,3,Audi A4 2WD Avant Wagon B8 phase-I,"Audi A4 Avant 1.8 TFSI (160) (man. 6)  (Ambition, Ambiente)",/car/2011/1187945/audi_a4_avant_1_8_tfsi_160_attraction.html
