#i,Submodel_Name,Powertrain_Name,Powertrain_Link
6,Hyundai Trajet MPV,Hyundai Trajet 2.0 CRDi GLS (man. 5) ,/car/2006/1169720/hyundai_trajet_2_0_crdi_gls.html
7,Hyundai Trajet MPV,Hyundai Trajet 2.0 CRDi GLS automatic (aut. 4) ,/car/2006/1169750/hyundai_trajet_2_0_crdi_gls_automatic.html
8,Hyundai Trajet MPV,Hyundai Trajet 2.0 CRTD GSi (man. 5) ,/car/2006/1169735/hyundai_trajet_2_0_crtd_gsi.html
9,Hyundai Trajet MPV,Hyundai Trajet 2.0 CRTD GSi automatic (aut. 4) ,/car/2006/1169765/hyundai_trajet_2_0_crtd_gsi_automatic.html
5,Hyundai Trajet MPV,Hyundai Trajet 2.7 V6 GLS automatic (aut. 4) ,/car/2006/1169780/hyundai_trajet_2_7_v6_gls_automatic.html
10,Hyundai Trajet MPV,Hyundai Trajet XG 2.0 VGT GLS (man. 5) ,/car/2006/1169885/hyundai_trajet_xg_2_0_vgt_gls.html
11,Hyundai Trajet MPV,Hyundai Trajet XG 2.0 VGT GLS automatic (aut. 4) ,/car/2006/1169900/hyundai_trajet_xg_2_0_vgt_gls_automatic.html
12,Hyundai Trajet MPV,Hyundai Trajet XG 2.0 VGT Gold automatic (aut. 4) ,/car/2006/1169930/hyundai_trajet_xg_2_0_vgt_gold_automatic.html
13,Hyundai Trajet MPV,Hyundai Trajet XG 2.7 V6 Gold LPG automatic (aut. 4) ,/car/2006/1169915/hyundai_trajet_xg_2_7_v6_gold_lpg_automatic.html
3,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 1.6 CRDi (136) 4WD (man. 6)  (Select, Trend, Style, Premium)",/car/2019/2762000/hyundai_tucson_1_6_crdi_136_4wd.html
4,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 1.6 CRDi (136) 4WD DCT (d-cl. 7)  (Select, Trend, Style, Premium)",/car/2019/2762015/hyundai_tucson_1_6_crdi_136_4wd_dct.html
5,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 1.6 CRDi MHEV 48V 136 4WD (man. 6)  (Trend, Style, Premium)",/car/2019/2909465/hyundai_tucson_1_6_crdi_136_4wd.html
6,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 1.6 CRDi MHEV 48V 136 4WD DCT (d-cl. 7)  (Trend, Style, Premium)",/car/2019/2909480/hyundai_tucson_1_6_crdi_136_4wd_dct.html
1,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 1.6 T-GDI 4WD (man. 6)  (Trend, Style, Premium)",/car/2019/2761925/hyundai_tucson_1_6_t-gdi_4wd.html
2,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 1.6 T-GDI 4WD DCT (d-cl. 7)  (Trend, Style, Premium)",/car/2019/2761940/hyundai_tucson_1_6_t-gdi_4wd_dct.html
7,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 2.0 CRDi MHEV 48V 185 4WD (man. 6)  (Style, Premium)",/car/2019/2762030/hyundai_tucson_2_0_crdi_185_4wd.html
8,Hyundai Tucson 3rd-gen. phase-II SUV 4WD,"Hyundai Tucson 2.0 CRDi MHEV 48V 185 4WD automatic (aut. 8)  (Style, Premium)",/car/2019/2762045/hyundai_tucson_2_0_crdi_185_4wd_automatic.html
1,Jaguar I-Pace,"Jaguar I-Pace EV400 (aut. 1)  (S, SE, HSE)",/car/2020/2875310/jaguar_i-pace_ev400.html
1,Jaguar XJR (X351) phase-II,Jaguar XJR (aut. 8) ,/car/2017/2229920/jaguar_xjr.html
2,Jaguar XJR (X351) phase-II,Jaguar XJR LWB (aut. 8) ,/car/2017/2229935/jaguar_xjr_lwb.html
1,Jaguar XK8 Coupe (X100),Jaguar XK8 Coupe (aut. 6) ,/car/2005/1287215/jaguar_xk8_coupe.html
2,Jaguar XK8 Coupe (X100),Jaguar XK8 Coupe (aut. 6) ,/car/2005/1287485/jaguar_xk8_coupe.html
1,Jaguar XKR Convertible (X100),Jaguar XKR 4.2-S Celebration Convertible (aut. 6) ,/car/2005/1287650/jaguar_xkr_4_2-s_celebration_convertible.html
2,Jaguar XKR Convertible (X100),Jaguar XKR Convertible (aut. 6) ,/car/2005/1287230/jaguar_xkr_convertible.html
3,Jaguar XKR Convertible (X100),Jaguar XKR Convertible (aut. 6) ,/car/2005/1287500/jaguar_xkr_convertible.html
1,Jaguar XKR-R,Jaguar XKR-R (man. 6) ,/car/2001/1287665/jaguar_xkr-r.html
1,Mazda Roadster 4th-gen. RF (ND-series),Mazda Roadster RF RS (man. 6) ,/car/2020/2507930/mazda_roadster_rf_rs.html
2,Mazda Roadster 4th-gen. RF (ND-series),Mazda Roadster RF S (man. 6) ,/car/2020/2507870/mazda_roadster_rf_s.html
3,Mazda Roadster 4th-gen. RF (ND-series),Mazda Roadster RF S automatic (aut. 6) ,/car/2020/2507885/mazda_roadster_rf_s_automatic.html
4,Mazda Roadster 4th-gen. RF (ND-series),Mazda Roadster RF VS (man. 6) ,/car/2020/2507900/mazda_roadster_rf_vs.html
5,Mazda Roadster 4th-gen. RF (ND-series),Mazda Roadster RF VS automatic (aut. 6) ,/car/2020/2507915/mazda_roadster_rf_vs_automatic.html
1,Mazda RX-8 Hydrogen Prototype,Mazda RX-8 Hydrogen RE (aut. 4) ,/car/2006/1678805/mazda_rx-8_hydrogen_re.html
4,Mazda RX-8 phase-II Coupe (SE-series),Mazda RX-8 Spirit R (man. 6) ,/car/2011/1678640/mazda_rx-8_spirit_r.html
1,Mazda RX-8 phase-II Coupe (SE-series),Mazda RX-8 Spirit R automatic (aut. 6) ,/car/2011/1678655/mazda_rx-8_spirit_r_automatic.html
2,Mazda RX-8 phase-II Coupe (SE-series),Mazda RX-8 Type E (aut. 6) ,/car/2011/1678580/mazda_rx-8_type_e.html
3,Mazda RX-8 phase-II Coupe (SE-series),Mazda RX-8 Type G (aut. 6) ,/car/2011/1678625/mazda_rx-8_type_g.html
5,Mazda RX-8 phase-II Coupe (SE-series),Mazda RX-8 Type RS (man. 6) ,/car/2011/1678595/mazda_rx-8_type_rs.html
6,Mazda RX-8 phase-II Coupe (SE-series),Mazda RX-8 Type S (man. 6) ,/car/2011/1678565/mazda_rx-8_type_s.html
1,Mazda Xedos 6 Sedan (CA-series),Mazda Xedos 6 1.6i 16V (man. 5) ,/car/1998/1652855/mazda_xedos_6_1_6i_16v.html
2,Mazda Xedos 6 Sedan (CA-series),Mazda Xedos 6 1.6i 16V automatic (aut. 4) ,/car/1998/1652795/mazda_xedos_6_1_6i_16v_automatic.html
3,Mazda Xedos 6 Sedan (CA-series),Mazda Xedos 6 2.0i V6 (man. 5) ,/car/1998/1652825/mazda_xedos_6_2_0i_v6.html
4,Mazda Xedos 6 Sedan (CA-series),Mazda Xedos 6 2.0i V6 automatic (aut. 4) ,/car/1998/1652840/mazda_xedos_6_2_0i_v6_automatic.html
